id,video_id,content,author,like_count,created_at,likes,timestamp,brand,sentiment,sentiment_score,topic
1283,NbdoMpZzeQ0,路易莎讚🎉🎉🎉,@EayLen,0,2025-02-05 17:15:09,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1292,NbdoMpZzeQ0,支持路易莎,@amandagrant4331,12,2025-02-05 13:23:28,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1306,NbdoMpZzeQ0,露易莎 還不錯喝… 每天上班都經過,@EE2546-WilliamLai,8,2025-02-05 08:50:58,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1314,NbdoMpZzeQ0,支持:路易莎,@洪宥森-x5w,37,2025-02-05 08:09:03,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1331,iaMXtIvYK98,路易莎這波收割爽賺，天時地利人和，讚,@Boat4695,0,2025-02-07 07:07:28,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1344,iaMXtIvYK98,"👍支持路易莎、哪裏都不戰！就有好名氣👍
既是生意場所、就應該要有的原樣、並非一般 喧嘩活動中心、舉辦活動者、做出不適當的、選擇和發言、應該立即停止、並且道歉🙇🏻🙇🏻🙇🏻
才是重點！以免重創、黨內形象",@mosquitoting,4,2025-02-07 02:16:37,0,2025-02-20 09:22:56.118471,Louisa,中性,0,價格
1348,iaMXtIvYK98,出征了啦～台灣價值也敢得罪 路易莎是不想混了嗎？,@yaoyuchung8465,0,2025-02-06 17:15:39,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1353,iaMXtIvYK98,路易莎不是綠色的！他們真的好壞,@李子-z8c,0,2025-02-06 13:05:50,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1362,iaMXtIvYK98,"這兩天「脆」上面超過99%的留言都在力挺路易莎，可以去看看。

很多民眾平常沈默，只是不想和酸民無謂爭辯，不代表對這些造成社會撕裂、紛擾的激進份子沒有反感。

我們都是善良單純的臺灣人，但過度撕裂、仇恨、冷血的話語和攻擊，這種毫不留情的批鬥和文化大革命一樣讓人害怕。

溫度、厚道、溫暖、善良才是我期盼的社會氛圍。不是撕裂、批鬥、紛亂、詐騙橫行、暴力頻傳。",@扶桑花-d4q,12,2025-02-06 10:05:18,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1369,iaMXtIvYK98,尊重路易莎，我懂他們壓力也很大,@U-h3g,0,2025-02-06 05:28:07,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1372,iaMXtIvYK98,剛剛跑去仁愛路四段300巷國泰醫院旁邊的路易莎想默默下架一杯咖啡，結果店員跟我說抱歉我們咖啡品項已經全部賣完了，要等進貨才能再賣😅,@George-gx4ul,6,2025-02-06 04:47:28,0,2025-02-20 09:22:56.118471,Louisa,正面,2,品質、服務
1373,iaMXtIvYK98,早就看穿路易莎是中共同路人的真實面目了,@bnvdd6247,0,2025-02-06 04:35:26,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1378,iaMXtIvYK98,路易莎做的好，全力支持你，加油！,@ianhuang9623,8,2025-02-06 03:58:00,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1379,iaMXtIvYK98,"早上買兩杯路易莎

好喝",@196IMBA,3,2025-02-06 03:47:55,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,其他
1381,iaMXtIvYK98,以後路易莎就沒髒東西了，很棒,@威爾遜愛德華茲-e7z,38,2025-02-06 03:10:36,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,其他
1386,iaMXtIvYK98,剛買一杯路易莎真好喝，去你的憨鳥跟公民團體,@伊蕾娜-u4v,1,2025-02-06 02:24:14,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,其他
1397,iaMXtIvYK98,以後去路易莎看不到憨鳥了？那還不去喝杯咖啡慶祝一下,@王霖-z9n,67,2025-02-06 00:59:17,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1413,iaMXtIvYK98,路易莎讚🎉🎉🎉,@EayLen,17,2025-02-05 17:15:41,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1419,iaMXtIvYK98,支持路易莎咖啡,@i-chengyeh2101,68,2025-02-05 15:37:03,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1430,WH64DU8FRfA,過年前有幾天路易莎沒營業就看到他們在那邊了，免費使用人家的場地那麼多天了，不給你們用就在那哭，是不會回自己家辦？跟最近一堆政府單位莫名其妙的情勒式發文好像，可悲,@ctw3278,1,2025-02-07 16:32:15,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1442,WH64DU8FRfA,喜咧靠喔~支持路易莎~讚,@mccl316,0,2025-02-07 02:21:19,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1479,WH64DU8FRfA,明天買杯路易莎的咖啡壓壓驚~,@orcachiu7303,1,2025-02-06 11:29:05,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1512,WH64DU8FRfA,路易莎喝起來,@MrGoplane,0,2025-02-06 06:34:23,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1521,jmNRQw_K7bM,腦殘鳥會不會洗中天買路易莎所以他們是中共同路人😂,@黃耀祥-z2p,0,2025-02-07 16:01:13,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1525,jmNRQw_K7bM,支持路易莎到底加油,@吳宗鴻-j5s,0,2025-02-07 04:14:56,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1534,jmNRQw_K7bM,路易莎雖然難喝 但也容不得這些二百五爛鳥的糟蹋,@mymotorolashop,0,2025-02-06 09:17:59,0,2025-02-20 09:22:56.118471,Louisa,強烈負面,-10,其他
1548,jmNRQw_K7bM,支持路易莎,@淮安-x1p,0,2025-02-06 03:14:03,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1549,jmNRQw_K7bM,路易莎好喝,@林天得-c1w,0,2025-02-06 03:09:01,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,其他
1551,jmNRQw_K7bM,"蟾蜍鳥反倒幫路易莎打廣告!
本來還不知這咖啡店，現在知道了!加油!
大家一起去喝咖啡哦!",@中庸葉,2,2025-02-06 03:07:36,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1554,jmNRQw_K7bM,路易莎我還是會繼續買，我家附近走路三分鐘的地方就有一間。,@黃滌-e3u,0,2025-02-06 02:40:16,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1557,jmNRQw_K7bM,剛買一杯路易莎支持，去你的憨鳥跟公民團體,@伊蕾娜-u4v,0,2025-02-06 02:31:42,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1561,jmNRQw_K7bM,支持路易莎+1000000000000000,@格卡麥,11,2025-02-06 01:22:18,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1564,jmNRQw_K7bM,路易莎人潮會比公股銀行、郵局或大賣場、政府機關對民衆單位人多嗎？去那邊擺攤，保證1分鐘就達標，不妨試試！,@陳金昌-v2z,0,2025-02-06 01:07:59,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1568,jmNRQw_K7bM,角逐金馬獎 馬上請喝路易莎作秀😂😂😂 還能讓商家賺飽飽,@pattern-xyhui77,0,2025-02-06 00:09:14,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1569,jmNRQw_K7bM,中晚餐 路易莎❤,@瓏-f5f,3,2025-02-06 00:05:14,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1572,jmNRQw_K7bM,支持路易莎 +1,@蜀道行-j2r,0,2025-02-05 23:43:26,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1574,jmNRQw_K7bM,路易莎不接待禽獸，只接待有水準的顧客,@方嘉義,10,2025-02-05 23:18:20,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1582,jmNRQw_K7bM,支持，路易莎，我們挺，都會到全台的分店消費,@Gary-wq8vu,13,2025-02-05 20:54:29,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1593,jmNRQw_K7bM,"❤2:31  "" 路易莎 "" 今天算出名了. 原本不知道的也都知道了. 另類免費新聞媒體推廣. ❤祝 : 生意長紅.  ❤蛇 年福到財運旺旺旺 💯👍👍💪💪
      有規定一定要給綠共黨方便嗎 ? 人家只想做生意. 不想介入任何黨團鬥爭不行喔 ?",@星空喵姐,9,2025-02-05 18:00:09,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1596,jmNRQw_K7bM,大家聯手用台幣下架路易莎的咖啡、三明治和甜點！❤❤❤❤❤❤❤,@小朋友-f1w,3,2025-02-05 17:42:44,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1597,jmNRQw_K7bM,"路易莎咖啡這一位名不見經傳，
但「不畏強權」、「蔑視暴民」、「中道理性」的小小店長，他所表現的，才是真正台灣尚勇的「台灣人精神」…   
小弟要給他一個大大的「讚」!",@elliotliu1495,42,2025-02-05 17:39:58,0,2025-02-20 09:22:56.118471,Louisa,正面,2,品質、服務
1599,jmNRQw_K7bM,牠們有十萬人啊 那代表至少有九百九十萬人會支持路易莎,@denyoungbear,15,2025-02-05 17:28:24,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1606,jmNRQw_K7bM,支持路易莎 支持蔡真博士!,@敬-u1d,5,2025-02-05 17:02:15,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1611,jmNRQw_K7bM,"台灣的教育水平愈來愈低俗
支持路易莎👍👍👍👍👍👍💪💪💪💪💪💪",@羅春蓮-z4f,0,2025-02-05 16:40:54,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1614,jmNRQw_K7bM,"路易莎的卡布奇諾好喝灑上肉桂,值得回味",@jjmary0684,14,2025-02-05 16:27:00,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,6,價格
1617,jmNRQw_K7bM,err...支持路易莎，不做蟾蜍跟綠圾塔綠班的生意應該也沒什麼影響，畢竟牠們平常也是靠黨政府施捨的標案過日子像乞丐一樣也沒啥能力消費！？,@FunFun-f4v,1,2025-02-05 16:11:40,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1624,MGw43sWkchI,"對
支持
支持路易莎是沒錯",@莊淑慧-e1r,0,2025-02-09 14:18:58,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1626,MGw43sWkchI,路易莎無敵正確~,@郝秋霞,0,2025-02-09 13:29:53,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1632,MGw43sWkchI,支持路易莎,@lindalin9839,0,2025-02-09 11:54:30,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1641,MGw43sWkchI,支持路易莎！ 人家是私人企業！,@Z-tune471,0,2025-02-09 07:21:52,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1643,MGw43sWkchI,我明天就去買路易莎,@文文-l7t,0,2025-02-09 06:19:45,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1647,MGw43sWkchI,我支持路易莎,@howershi2212,0,2025-02-09 05:17:24,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1648,MGw43sWkchI,路易莎怎麼決定好像不是我們應該討論的吧？這個新聞怪怪的喔！,@志宏莊-q8h,0,2025-02-09 04:03:02,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1661,MGw43sWkchI,我是公民，在路易莎發表聲明後，我持續去路易莎消費,@stanleychen4770,0,2025-02-09 01:01:10,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1662,MGw43sWkchI,"不只是持相反意見的，只要是不支持綠營的意見，就是中共同路人啦！。

所以路易莎就是中共問路人啦！",@jerryedutestful,0,2025-02-09 00:41:37,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1667,MGw43sWkchI,路易莎讚❤,@藍毓珍-q5w,0,2025-02-08 19:01:54,0,2025-02-20 09:22:56.118471,Louisa,正面,2,其他
1687,MGw43sWkchI,我以為路易莎是因為頂新奶事件被抵制的,@22huli,0,2025-02-08 14:46:58,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1688,MGw43sWkchI,人家也是有先在店裡消費不是嗎？路易莎就是在驅趕客人,@支那畜生最好死光,0,2025-02-08 14:28:20,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1711,MGw43sWkchI,"霸佔店家座位
影響客人進出消費
路易莎最近常常關門
想喝杯咖啡真難",@deer7777,0,2025-02-08 08:24:03,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質、環境
1714,MGw43sWkchI,請尊重路易莎作生意的自由,@glc6241,0,2025-02-08 08:02:29,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1740,zZyKSSNAqOo,支持路易莎,@edwardlin1641,1,2025-02-06 05:41:11,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1744,zZyKSSNAqOo,支持路易莎，安安靜靜喝咖啡,@04史-s4o,1,2025-02-06 04:19:13,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質、環境
1750,zZyKSSNAqOo,支持露易莎 +,@JackHu00,1,2025-02-06 03:15:59,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1754,zZyKSSNAqOo,支持路易莎+1🎉🎉🎉,@小志志-x4c,1,2025-02-06 02:30:48,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1755,zZyKSSNAqOo,剛買一杯路易莎支持，去你的憨鳥跟公民團體,@伊蕾娜-u4v,0,2025-02-06 02:29:14,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1812,zZyKSSNAqOo,完了路易莎這波要賺翻了😂,@常瑞鈞-p1x,2,2025-02-05 15:42:49,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1827,qkAzA8hPsF8,從來沒喝過路易莎，看來得喝爆,@花花花-x8v,1,2025-02-06 05:55:33,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1843,qkAzA8hPsF8,感謝路易莎提供了安靜又舒適的環境❤,@judychu3634,4,2025-02-05 18:39:33,0,2025-02-20 09:22:56.118471,Louisa,中性,0,環境
1893,qkAzA8hPsF8,本不喜歡外面喝咖啡（都自己家裡弄）今起每天支持路易莎，去路易莎喝下午茶,@錦如陳-f9p,20,2025-02-05 08:31:37,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,品質
1924,JeHZLJdgb7k,以後改喝露易莎,@davidshih8647,0,2025-02-07 00:25:45,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1926,JeHZLJdgb7k,馬文君在當地勢力真的很大，而且是酒廠的問題，不是路易莎問題,@zionlin1227,0,2025-02-06 19:02:19,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1938,JeHZLJdgb7k,拜託、露易莎是開門做生意的欸！ 蟾蜍🐸沒先詢問店家跑去擺攤真是不要臉😡 事後還好意思跟店家起爭執🫵🏻🫵🏻🫵🏻 真的很冥盡黨😡😡😡,@zerolin5954,0,2025-02-06 11:22:40,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1939,JeHZLJdgb7k,路易莎不去了,@劉秀表達更加差愛安排,0,2025-02-06 11:15:19,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
1946,JeHZLJdgb7k,本人現在就路易莎喝咖啡，大杯冰拿鐵😂😂😂😂😂,@sun04190322,1,2025-02-06 08:14:24,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
1982,JeHZLJdgb7k,"支持路易莎,大家結集去買咖啡",@Lin-zi9ru,0,2025-02-06 01:18:57,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2001,JeHZLJdgb7k,支持路易莎決定，,@夏春天日常,2,2025-02-05 21:30:28,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2016,1He1KIw9zq0,繼續飲路易莎的咖啡，又怎樣？,@kklee-h9n,0,2025-02-08 10:12:05,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2023,1He1KIw9zq0,挺路易莎，蟾蜍不買，我買。,@小慧-y4i,1,2025-02-06 10:50:07,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2030,1He1KIw9zq0,剛買一杯路易莎支持，去你的憨鳥跟公民團體,@伊蕾娜-u4v,2,2025-02-06 02:31:11,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2043,1He1KIw9zq0,這禮拜來買露易莎,@星期四-x7u,4,2025-02-05 12:43:57,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2044,1He1KIw9zq0,路易莎喝起來啊,@胖媽咪,5,2025-02-05 12:38:13,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2045,1He1KIw9zq0,誰踏入路易莎，就是我黨眼中的中國同路人！Ya，應該比較好找位置了！,@waynewang8455,7,2025-02-05 12:25:49,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2054,1He1KIw9zq0,永远支持明年后年继续删除不必要的预算，永远支持路易莎咖啡店。,@微妙法,7,2025-02-05 10:54:30,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2073,1He1KIw9zq0,"謝謝蟾蜍
路易莎客人變多了....",@suelynlin6384,92,2025-02-05 09:14:37,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2080,cHaQcHpXzd4,挺爆路易莎,@kelvintai7112,2,2025-02-09 08:57:32,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2084,cHaQcHpXzd4,不會喔！支持路易莎,@claudiahana3680,3,2025-02-09 04:22:15,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2132,d77so3fw2CI,路易莎真的好喝,@GARYTALK,1,2021-04-04 12:39:31,0,2025-02-20 09:22:56.118471,Louisa,強烈正面,3,其他
2133,d77so3fw2CI,"我去路易莎都不喝咖啡的,只選黑糖雪點奶茶XD",@WEIBA,0,2021-04-04 10:47:02,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2136,cerL_umaV_I,自大狂妄無知的傻鳥，支持路易莎,@firelin6624,0,2025-02-08 22:18:20,0,2025-02-20 09:22:56.118471,Louisa,中性,0,其他
2150,cerL_umaV_I,全台有十萬隻傻鳥啊！會不會影響台灣智商⋯⋯等一下去露易莎買杯咖啡壓壓驚😅,@鍾慧齡-j5r,0,2025-02-07 03:36:56,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2179,cerL_umaV_I,竹圍也有一家路易莎是讀書好地方我孫女假日都去那邊寫作業~我也每天去點一杯拿鐵咖啡：路易莎是不可缺的好地方👍👍👍💪💪💪,@阿珠阿珠-o1i,36,2025-02-06 10:39:07,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質
2234,ZPPRdWBu5HQ,路易莎咖啡館融合鐵路與捷運元素，讓大眾更知道鐵路的文化與北捷的創新服務,@SinSyuanChen,0,2022-08-28 15:28:03,0,2025-02-20 09:22:56.118471,Louisa,中性,0,品質、服務
